tanggal,jenis_transaksi,kategori_transaksi,jumlah,keterangan
2024-07-25,Pemasukan,penjualan,96784,Pemasukan - penjualan
2024-05-15,Pemasukan,penjualan,426040,Pemasukan - penjualan
2024-04-16,Pengeluaran,bahan baku,70900,Pengeluaran - bahan baku
2024-06-21,Pemasukan,penjualan,405180,Pemasukan - penjualan
2024-02-11,Pemasukan,penjualan,314374,Pemasukan - penjualan
2024-04-08,Pengeluaran,bahan baku,397102,Pengeluaran - bahan baku
2024-06-15,Pengeluaran,gaji,376931,Pengeluaran - gaji
2024-06-19,Pengeluaran,perlengkapan,236820,Pengeluaran - perlengkapan
2024-01-26,Pengeluaran,perlengkapan,298506,Pengeluaran - perlengkapan
2024-08-13,Pengeluaran,transportasi,18480,Pengeluaran - transportasi
2024-04-25,Pengeluaran,transportasi,353392,Pengeluaran - transportasi
2024-11-10,Pemasukan,penjualan,119553,Pemasukan - penjualan
2024-05-03,Pengeluaran,gaji,460156,Pengeluaran - gaji
2024-09-20,Pemasukan,penjualan,415293,Pemasukan - penjualan
2024-05-05,Pengeluaran,gaji,345604,Pengeluaran - gaji
2024-08-10,Pemasukan,penjualan,172683,Pemasukan - penjualan
2024-08-23,Pemasukan,penjualan,13929,Pemasukan - penjualan
2024-02-28,Pengeluaran,bahan baku,95781,Pengeluaran - bahan baku
2024-01-15,Pemasukan,penjualan,11848,Pemasukan - penjualan
2024-07-27,Pengeluaran,gaji,325728,Pengeluaran - gaji
2024-07-25,Pengeluaran,perlengkapan,400692,Pengeluaran - perlengkapan
